model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
cci#all|def04|prev_2016|cci_14    1|0.246105559|0.242213503|0.249997615
cci#all|def04|prev_2016|cci_14    0|0.000000000||
cci#all|def04|prev_2016|cci_15    1|0.680705184|0.661799127|0.699611242
cci#all|def04|prev_2016|cci_15    0|0.000000000||
cci#all|def04|prev_2016|cci_16    1|0.666370926|0.652641597|0.680100255
cci#all|def04|prev_2016|cci_16    0|0.000000000||
cci#all|def04|prev_2016|cci_17    1|0.583361606|0.562285885|0.604437327
cci#all|def04|prev_2016|cci_17    0|0.000000000||
cci#all|def04|prev_2016|cci_18    1|0.709364593|0.697538436|0.721190751
cci#all|def04|prev_2016|cci_18    0|0.000000000||
cci#all|def04|prev_2016|cci_19    1|0.226381641|0.202388390|0.250374892
cci#all|def04|prev_2016|cci_19    0|0.000000000||
cci#all|def04|prev_2016|male      1|-0.024638149|-0.026033615|-0.023242682
cci#all|def04|prev_2016|male      0|0.000000000||
cci#all|def04|prev_2016|age_g     1|-0.005196375|-0.008099584|-0.002293166
cci#all|def04|prev_2016|age_g     2|0.011546058|0.008675860|0.014416255
cci#all|def04|prev_2016|age_g     3|0.015678063|0.012726564|0.018629563
cci#all|def04|prev_2016|age_g     4|0.005651281|0.002796357|0.008506205
cci#all|def04|prev_2016|age_g     5|0.034031850|0.031130230|0.036933471
cci#all|def04|prev_2016|age_g     6|0.098040953|0.095030669|0.101051237
cci#all|def04|prev_2016|age_g     7|0.234981145|0.231637118|0.238325173
cci#all|def04|prev_2016|age_g     8|0.690436429|0.685955122|0.694917737
cci#all|def04|prev_2016|age_g     9|1.709934071|1.701574751|1.718293392
cci#all|def04|prev_2016|age_g     0|0.000000000||
cci#sens|def04|prev_2016|Intercept|0.035677546|0.034543103|0.036811989
cci#sens|def04|prev_2016|def04_00  1|0.103765385|0.103009132|0.104521639
cci#sens|def04|prev_2016|def04_00  0|0.000000000||
cci#sens|def04|prev_2016|cci_1     1|0.064046030|0.060355579|0.067736482
cci#sens|def04|prev_2016|cci_1     0|0.000000000||
cci#sens|def04|prev_2016|cci_2     1|0.268787532|0.265069446|0.272505618
cci#sens|def04|prev_2016|cci_2     0|0.000000000||
cci#sens|def04|prev_2016|cci_3     1|0.174993205|0.171813786|0.178172623
cci#sens|def04|prev_2016|cci_3     0|0.000000000||
cci#sens|def04|prev_2016|cci_4     1|0.170306822|0.167895752|0.172717891
cci#sens|def04|prev_2016|cci_4     0|0.000000000||
cci#sens|def04|prev_2016|cci_6     1|0.174669273|0.172857051|0.176481495
cci#sens|def04|prev_2016|cci_6     0|0.000000000||
cci#sens|def04|prev_2016|cci_7     1|0.228365659|0.225442547|0.231288770
cci#sens|def04|prev_2016|cci_7     0|0.000000000||
cci#sens|def04|prev_2016|cci_8     1|0.155128253|0.150637479|0.159619026
cci#sens|def04|prev_2016|cci_8     0|0.000000000||
cci#sens|def04|prev_2016|cci_9     1|0.183506018|0.178345753|0.188666284
cci#sens|def04|prev_2016|cci_9     0|0.000000000||
cci#sens|def04|prev_2016|cci_10    1|0.180318954|0.177725381|0.182912527
cci#sens|def04|prev_2016|cci_10    0|0.000000000||
cci#sens|def04|prev_2016|cci_11    1|0.503956549|0.494395391|0.513517707
cci#sens|def04|prev_2016|cci_11    0|0.000000000||
cci#sens|def04|prev_2016|cci_12    1|0.243647579|0.239776260|0.247518898
cci#sens|def04|prev_2016|cci_12    0|0.000000000||
cci#sens|def04|prev_2016|cci_13    1|0.208035025|0.204070314|0.211999737
cci#sens|def04|prev_2016|cci_13    0|0.000000000||
cci#sens|def04|prev_2016|cci_14    1|0.228150461|0.226137893|0.230163029
cci#sens|def04|prev_2016|cci_14    0|0.000000000||
cci#sens|def04|prev_2016|cci_15    1|0.355983320|0.346075512|0.365891129
cci#sens|def04|prev_2016|cci_15    0|0.000000000||
cci#sens|def04|prev_2016|cci_16    1|0.379798484|0.372550725|0.387046244
cci#sens|def04|prev_2016|cci_16    0|0.000000000||
cci#sens|def04|prev_2016|cci_17    1|0.288282894|0.277115848|0.299449941
cci#sens|def04|prev_2016|cci_17    0|0.000000000||
cci#sens|def04|prev_2016|cci_18    1|0.549715564|0.543522500|0.555908628
cci#sens|def04|prev_2016|cci_18    0|0.000000000||
cci#sens|def04|prev_2016|cci_19    1|0.206858628|0.194586555|0.219130701
cci#sens|def04|prev_2016|cci_19    0|0.000000000||
cci#sens|def04|prev_2016|male      1|-0.020961201|-0.021672857|-0.020249545
cci#sens|def04|prev_2016|male      0|0.000000000||
cci#sens|def04|prev_2016|age_g     1|-0.012274763|-0.013749406|-0.010800120
cci#sens|def04|prev_2016|age_g     2|0.021089843|0.019631990|0.022547696
cci#sens|def04|prev_2016|age_g     3|0.028449779|0.026950503|0.029949055
cci#sens|def04|prev_2016|age_g     4|0.019539387|0.018088934|0.020989840
cci#sens|def04|prev_2016|age_g     5|0.043086852|0.041611856|0.044561848
cci#sens|def04|prev_2016|age_g     6|0.090467000|0.088934736|0.091999264
cci#sens|def04|prev_2016|age_g     7|0.173033044|0.171324131|0.174741957
cci#sens|def04|prev_2016|age_g     8|0.366339899|0.363996748|0.368683050
cci#sens|def04|prev_2016|age_g     9|0.785162889|0.780427144|0.789898634
cci#sens|def04|prev_2016|age_g     0|0.000000000||
no_cci#all|def01|prev_2017|Intercept|0.061107467|0.058853270|0.063361664
no_cci#all|def01|prev_2017|def01_01  1|0.314965382|0.309995033|0.319935731
no_cci#all|def01|prev_2017|def01_01  0|0.000000000||
no_cci#all|def01|prev_2017|def01_02  1|0.119825640|0.115382956|0.124268325
no_cci#all|def01|prev_2017|def01_02  0|0.000000000||
no_cci#all|def01|prev_2017|def01_03  1|0.265565097|0.256266545|0.274863648
no_cci#all|def01|prev_2017|def01_03  0|0.000000000||
no_cci#all|def01|prev_2017|def01_04  1|0.334673884|0.324759391|0.344588378
no_cci#all|def01|prev_2017|def01_04  0|0.000000000||
no_cci#all|def01|prev_2017|def01_05  1|0.379943021|0.363462971|0.396423070
no_cci#all|def01|prev_2017|def01_05  0|0.000000000||
no_cci#all|def01|prev_2017|def01_06  1|1.025841352|1.019825564|1.031857139
no_cci#all|def01|prev_2017|def01_06  0|0.000000000||
no_cci#all|def01|prev_2017|def01_07  1|0.192159793|0.188439766|0.195879820
no_cci#all|def01|prev_2017|def01_07  0|0.000000000||
no_cci#all|def01|prev_2017|def01_08  1|0.045154473|0.040962372|0.049346574
no_cci#all|def01|prev_2017|def01_08  0|0.000000000||
no_cci#all|def01|prev_2017|def01_09  1|0.194912887|0.188203084|0.201622691
no_cci#all|def01|prev_2017|def01_09  0|0.000000000||
no_cci#all|def01|prev_2017|def01_10  1|0.292633542|0.281707570|0.303559513
no_cci#all|def01|prev_2017|def01_10  0|0.000000000||
no_cci#all|def01|prev_2017|def01_11  1|0.323597046|0.317909206|0.329284885
no_cci#all|def01|prev_2017|def01_11  0|0.000000000||
no_cci#all|def01|prev_2017|def01_12  1|0.056379590|0.052043484|0.060715696
no_cci#all|def01|prev_2017|def01_12  0|0.000000000||
no_cci#all|def01|prev_2017|def01_13  1|0.149195104|0.140804588|0.157585619
no_cci#all|def01|prev_2017|def01_13  0|0.000000000||
no_cci#all|def01|prev_2017|def01_14  1|0.169701707|0.160491112|0.178912302
no_cci#all|def01|prev_2017|def01_14  0|0.000000000||
no_cci#all|def01|prev_2017|def01_15  1|0.728238407|0.716421903|0.740054911
no_cci#all|def01|prev_2017|def01_15  0|0.000000000||
no_cci#all|def01|prev_2017|def01_16  1|0.339758625|0.323732746|0.355784503
no_cci#all|def01|prev_2017|def01_16  0|0.000000000||
no_cci#all|def01|prev_2017|def01_17  1|0.639759573|0.615014979|0.664504167
no_cci#all|def01|prev_2017|def01_17  0|0.000000000||
no_cci#all|def01|prev_2017|def01_18  1|0.708881433|0.696728197|0.721034670
no_cci#all|def01|prev_2017|def01_18  0|0.000000000||
no_cci#all|def01|prev_2017|def01_19  1|0.077520376|0.071448037|0.083592714
no_cci#all|def01|prev_2017|def01_19  0|0.000000000||
no_cci#all|def01|prev_2017|def01_20  1|0.361009338|0.354135361|0.367883315
no_cci#all|def01|prev_2017|def01_20  0|0.000000000||
no_cci#all|def01|prev_2017|def01_21  1|0.586794553|0.580694382|0.592894723
no_cci#all|def01|prev_2017|def01_21  0|0.000000000||
no_cci#all|def01|prev_2017|def01_22  1|0.127401709|0.122984834|0.131818583
no_cci#all|def01|prev_2017|def01_22  0|0.000000000||
no_cci#all|def01|prev_2017|def01_23  1|0.073879147|0.070457101|0.077301193
no_cci#all|def01|prev_2017|def01_23  0|0.000000000||
no_cci#all|def01|prev_2017|def01_24  1|0.393938843|0.390006693|0.397870992
no_cci#all|def01|prev_2017|def01_24  0|0.000000000||
no_cci#all|def01|prev_2017|def01_25  1|0.074519972|0.071407396|0.077632548
no_cci#all|def01|prev_2017|def01_25  0|0.000000000||
no_cci#all|def01|prev_2017|male      1|-0.033513092|-0.034934593|-0.032091590
no_cci#all|def01|prev_2017|male      0|0.000000000||
no_cci#all|def01|prev_2017|age_g     1|-0.005500237|-0.008441604|-0.002558870
no_cci#all|def01|prev_2017|age_g     2|0.011191491|0.008315082|0.014067900
no_cci#all|def01|prev_2017|age_g     3|0.028330737|0.025362317|0.031299156
no_cci#all|def01|prev_2017|age_g     4|0.038403061|0.035531224|0.041274898
