model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
cci#all|def02|prev_2020|cci_11    0|0.000000000||
cci#all|def02|prev_2020|cci_12    1|0.469399374|0.462892988|0.475905760
cci#all|def02|prev_2020|cci_12    0|0.000000000||
cci#all|def02|prev_2020|cci_13    1|0.283764976|0.276490438|0.291039514
cci#all|def02|prev_2020|cci_13    0|0.000000000||
cci#all|def02|prev_2020|cci_14    1|0.236165338|0.232656133|0.239674542
cci#all|def02|prev_2020|cci_14    0|0.000000000||
cci#all|def02|prev_2020|cci_15    1|0.660678485|0.643510983|0.677845987
cci#all|def02|prev_2020|cci_15    0|0.000000000||
cci#all|def02|prev_2020|cci_16    1|0.712736818|0.700631032|0.724842603
cci#all|def02|prev_2020|cci_16    0|0.000000000||
cci#all|def02|prev_2020|cci_17    1|0.524560123|0.504732251|0.544387996
cci#all|def02|prev_2020|cci_17    0|0.000000000||
cci#all|def02|prev_2020|cci_18    1|0.653878241|0.642072879|0.665683603
cci#all|def02|prev_2020|cci_18    0|0.000000000||
cci#all|def02|prev_2020|cci_19    1|0.080585473|0.058414525|0.102756420
cci#all|def02|prev_2020|cci_19    0|0.000000000||
cci#all|def02|prev_2020|male      1|-0.029714048|-0.031074091|-0.028354004
cci#all|def02|prev_2020|male      0|0.000000000||
cci#all|def02|prev_2020|age_g     1|-0.003095381|-0.005923871|-0.000266891
cci#all|def02|prev_2020|age_g     2|0.013224261|0.010471540|0.015976982
cci#all|def02|prev_2020|age_g     3|0.007929238|0.005078270|0.010780205
cci#all|def02|prev_2020|age_g     4|-0.007916256|-0.010718076|-0.005114436
cci#all|def02|prev_2020|age_g     5|0.013023468|0.010240284|0.015806652
cci#all|def02|prev_2020|age_g     6|0.072065346|0.069138264|0.074992428
cci#all|def02|prev_2020|age_g     7|0.167211535|0.164091796|0.170331274
cci#all|def02|prev_2020|age_g     8|0.467835336|0.463624735|0.472045938
cci#all|def02|prev_2020|age_g     9|1.463246170|1.455231330|1.471261011
cci#all|def02|prev_2020|age_g     0|0.000000000||
cci#sens|def02|prev_2020|Intercept|0.041321610|0.040222856|0.042420364
cci#sens|def02|prev_2020|def02_01  1|0.085215019|0.083164761|0.087265278
cci#sens|def02|prev_2020|def02_01  0|0.000000000||
cci#sens|def02|prev_2020|def02_02  1|0.020257281|0.018708849|0.021805713
cci#sens|def02|prev_2020|def02_02  0|0.000000000||
cci#sens|def02|prev_2020|def02_03  1|0.142408040|0.138247107|0.146568972
cci#sens|def02|prev_2020|def02_03  0|0.000000000||
cci#sens|def02|prev_2020|def02_04  1|0.182622754|0.177306438|0.187939071
cci#sens|def02|prev_2020|def02_04  0|0.000000000||
cci#sens|def02|prev_2020|def02_05  1|0.114456680|0.105882270|0.123031090
cci#sens|def02|prev_2020|def02_05  0|0.000000000||
cci#sens|def02|prev_2020|def02_06  1|0.479829351|0.476094339|0.483564362
cci#sens|def02|prev_2020|def02_06  0|0.000000000||
cci#sens|def02|prev_2020|def02_07  1|0.057200434|0.056066130|0.058334737
cci#sens|def02|prev_2020|def02_07  0|0.000000000||
cci#sens|def02|prev_2020|def02_08  1|0.024697963|0.022640901|0.026755024
cci#sens|def02|prev_2020|def02_08  0|0.000000000||
cci#sens|def02|prev_2020|def02_09  1|0.069456996|0.066084338|0.072829655
cci#sens|def02|prev_2020|def02_09  0|0.000000000||
cci#sens|def02|prev_2020|def02_10  1|0.070135927|0.064613720|0.075658135
cci#sens|def02|prev_2020|def02_10  0|0.000000000||
cci#sens|def02|prev_2020|def02_11  1|0.132218421|0.129200724|0.135236118
cci#sens|def02|prev_2020|def02_11  0|0.000000000||
cci#sens|def02|prev_2020|def02_12  1|0.023434626|0.022073742|0.024795510
cci#sens|def02|prev_2020|def02_12  0|0.000000000||
cci#sens|def02|prev_2020|def02_13  1|0.062019056|0.057686065|0.066352047
cci#sens|def02|prev_2020|def02_13  0|0.000000000||
cci#sens|def02|prev_2020|def02_14  1|0.045715723|0.041081716|0.050349730
cci#sens|def02|prev_2020|def02_14  0|0.000000000||
cci#sens|def02|prev_2020|def02_15  1|0.427050818|0.421025457|0.433076179
cci#sens|def02|prev_2020|def02_15  0|0.000000000||
cci#sens|def02|prev_2020|def02_16  1|0.142843825|0.134566932|0.151120718
cci#sens|def02|prev_2020|def02_16  0|0.000000000||
cci#sens|def02|prev_2020|def02_17  1|0.297526899|0.283493934|0.311559865
cci#sens|def02|prev_2020|def02_17  0|0.000000000||
cci#sens|def02|prev_2020|def02_18  1|0.257962418|0.252851878|0.263072957
cci#sens|def02|prev_2020|def02_18  0|0.000000000||
cci#sens|def02|prev_2020|def02_19  1|0.031613030|0.028537127|0.034688933
cci#sens|def02|prev_2020|def02_19  0|0.000000000||
cci#sens|def02|prev_2020|def02_20  1|0.146621144|0.142954618|0.150287671
cci#sens|def02|prev_2020|def02_20  0|0.000000000||
cci#sens|def02|prev_2020|def02_21  1|0.245039914|0.241886837|0.248192991
cci#sens|def02|prev_2020|def02_21  0|0.000000000||
cci#sens|def02|prev_2020|def02_22  1|0.078204338|0.077137162|0.079271515
cci#sens|def02|prev_2020|def02_22  0|0.000000000||
cci#sens|def02|prev_2020|def02_23  1|0.039227581|0.037516632|0.040938531
cci#sens|def02|prev_2020|def02_23  0|0.000000000||
cci#sens|def02|prev_2020|def02_24  1|0.206585754|0.203951378|0.209220130
cci#sens|def02|prev_2020|def02_24  0|0.000000000||
cci#sens|def02|prev_2020|def02_25  1|0.041962658|0.040334660|0.043590657
cci#sens|def02|prev_2020|def02_25  0|0.000000000||
cci#sens|def02|prev_2020|cci_1     1|0.046408781|0.042866121|0.049951441
cci#sens|def02|prev_2020|cci_1     0|0.000000000||
cci#sens|def02|prev_2020|cci_2     1|0.242325389|0.238829246|0.245821532
cci#sens|def02|prev_2020|cci_2     0|0.000000000||
cci#sens|def02|prev_2020|cci_3     1|0.160839491|0.157856848|0.163822133
cci#sens|def02|prev_2020|cci_3     0|0.000000000||
cci#sens|def02|prev_2020|cci_4     1|0.020771367|0.017995385|0.023547349
cci#sens|def02|prev_2020|cci_4     0|0.000000000||
cci#sens|def02|prev_2020|cci_6     1|0.140717514|0.139012355|0.142422673
cci#sens|def02|prev_2020|cci_6     0|0.000000000||
cci#sens|def02|prev_2020|cci_7     1|0.165934559|0.163246218|0.168622899
cci#sens|def02|prev_2020|cci_7     0|0.000000000||
cci#sens|def02|prev_2020|cci_8     1|0.130496830|0.125919989|0.135073671
cci#sens|def02|prev_2020|cci_8     0|0.000000000||
cci#sens|def02|prev_2020|cci_9     1|0.110239351|0.105447385|0.115031317
cci#sens|def02|prev_2020|cci_9     0|0.000000000||
cci#sens|def02|prev_2020|cci_10    1|0.153255598|0.150782513|0.155728683
cci#sens|def02|prev_2020|cci_10    0|0.000000000||
cci#sens|def02|prev_2020|cci_11    1|0.385202028|0.375827200|0.394576857
cci#sens|def02|prev_2020|cci_11    0|0.000000000||
cci#sens|def02|prev_2020|cci_12    1|0.217859211|0.214426262|0.221292160
cci#sens|def02|prev_2020|cci_12    0|0.000000000||
cci#sens|def02|prev_2020|cci_13    1|0.185410386|0.181617933|0.189202838
cci#sens|def02|prev_2020|cci_13    0|0.000000000||
cci#sens|def02|prev_2020|cci_14    1|0.212297976|0.210487207|0.214108745
cci#sens|def02|prev_2020|cci_14    0|0.000000000||
cci#sens|def02|prev_2020|cci_15    1|0.325825569|0.316847925|0.334803213
cci#sens|def02|prev_2020|cci_15    0|0.000000000||
cci#sens|def02|prev_2020|cci_16    1|0.378549277|0.372151857|0.384946697
cci#sens|def02|prev_2020|cci_16    0|0.000000000||
cci#sens|def02|prev_2020|cci_17    1|0.250690100|0.240202227|0.261177973
cci#sens|def02|prev_2020|cci_17    0|0.000000000||
cci#sens|def02|prev_2020|cci_18    1|0.478841138|0.472669559|0.485012717
cci#sens|def02|prev_2020|cci_18    0|0.000000000||
cci#sens|def02|prev_2020|cci_19    1|0.093485049|0.082161678|0.104808421
cci#sens|def02|prev_2020|cci_19    0|0.000000000||
cci#sens|def02|prev_2020|male      1|-0.023229248|-0.023921628|-0.022536868
cci#sens|def02|prev_2020|male      0|0.000000000||
cci#sens|def02|prev_2020|age_g     1|0.001516383|0.000082399|0.002950366
cci#sens|def02|prev_2020|age_g     2|0.025429181|0.024033345|0.026825016
cci#sens|def02|prev_2020|age_g     3|0.029532229|0.028086309|0.030978150
cci#sens|def02|prev_2020|age_g     4|0.014130713|0.012709414|0.015552012
cci#sens|def02|prev_2020|age_g     5|0.033079852|0.031667196|0.034492507
cci#sens|def02|prev_2020|age_g     6|0.079498238|0.078010393|0.080986082
cci#sens|def02|prev_2020|age_g     7|0.155778364|0.154187956|0.157368773
cci#sens|def02|prev_2020|age_g     8|0.317430132|0.315249847|0.319610418
cci#sens|def02|prev_2020|age_g     9|0.784370879|0.779891022|0.788850736
cci#sens|def02|prev_2020|age_g     0|0.000000000||
no_cci#all|def03|prev_2020|Intercept|0.048218166|0.046022429|0.050413904
no_cci#all|def03|prev_2020|def03_01  1|0.200863923|0.196871803|0.204856044
no_cci#all|def03|prev_2020|def03_01  0|0.000000000||
no_cci#all|def03|prev_2020|def03_02  1|0.025898828|0.022831509|0.028966148
no_cci#all|def03|prev_2020|def03_02  0|0.000000000||
no_cci#all|def03|prev_2020|def03_03  1|0.265638798|0.257514277|0.273763319
no_cci#all|def03|prev_2020|def03_03  0|0.000000000||
no_cci#all|def03|prev_2020|def03_04  1|0.360312658|0.349935707|0.370689609
no_cci#all|def03|prev_2020|def03_04  0|0.000000000||
no_cci#all|def03|prev_2020|def03_05  1|0.276986457|0.260533772|0.293439141
no_cci#all|def03|prev_2020|def03_05  0|0.000000000||
no_cci#all|def03|prev_2020|def03_06  1|1.384471437|1.377961317|1.390981557
no_cci#all|def03|prev_2020|def03_06  0|0.000000000||
no_cci#all|def03|prev_2020|def03_07  1|0.121509701|0.119260434|0.123758969
no_cci#all|def03|prev_2020|def03_07  0|0.000000000||
no_cci#all|def03|prev_2020|def03_08  1|-0.002883955|-0.006478538|0.000710628
no_cci#all|def03|prev_2020|def03_08  0|0.000000000||
no_cci#all|def03|prev_2020|def03_09  1|0.165671848|0.158978554|0.172365143
no_cci#all|def03|prev_2020|def03_09  0|0.000000000||
no_cci#all|def03|prev_2020|def03_10  1|0.306507785|0.295589480|0.317426089
no_cci#all|def03|prev_2020|def03_10  0|0.000000000||
no_cci#all|def03|prev_2020|def03_11  1|0.315585507|0.309699318|0.321471696
no_cci#all|def03|prev_2020|def03_11  0|0.000000000||
no_cci#all|def03|prev_2020|def03_12  1|0.005644909|0.003182991|0.008106827
no_cci#all|def03|prev_2020|def03_12  0|0.000000000||
no_cci#all|def03|prev_2020|def03_13  1|0.237768663|0.226903025|0.248634302
no_cci#all|def03|prev_2020|def03_13  0|0.000000000||
no_cci#all|def03|prev_2020|def03_14  1|0.147960273|0.138838056|0.157082490
no_cci#all|def03|prev_2020|def03_14  0|0.000000000||
no_cci#all|def03|prev_2020|def03_15  1|0.641894441|0.630111608|0.653677273
no_cci#all|def03|prev_2020|def03_15  0|0.000000000||
no_cci#all|def03|prev_2020|def03_16  1|0.314995467|0.298715526|0.331275407
no_cci#all|def03|prev_2020|def03_16  0|0.000000000||
no_cci#all|def03|prev_2020|def03_17  1|0.665012626|0.642230027|0.687795224
no_cci#all|def03|prev_2020|def03_17  0|0.000000000||
no_cci#all|def03|prev_2020|def03_18  1|0.499047397|0.489361399|0.508733394
no_cci#all|def03|prev_2020|def03_18  0|0.000000000||
no_cci#all|def03|prev_2020|def03_19  1|0.070420654|0.064327335|0.076513972
no_cci#all|def03|prev_2020|def03_19  0|0.000000000||
no_cci#all|def03|prev_2020|def03_20  1|0.377758554|0.370687502|0.384829606
no_cci#all|def03|prev_2020|def03_20  0|0.000000000||
no_cci#all|def03|prev_2020|def03_21  1|0.621889767|0.615752087|0.628027448
no_cci#all|def03|prev_2020|def03_21  0|0.000000000||
no_cci#all|def03|prev_2020|def03_22  1|0.134862621|0.132838456|0.136886785
no_cci#all|def03|prev_2020|def03_22  0|0.000000000||
no_cci#all|def03|prev_2020|def03_23  1|0.054244667|0.050846999|0.057642334
no_cci#all|def03|prev_2020|def03_23  0|0.000000000||
no_cci#all|def03|prev_2020|def03_24  1|0.498118957|0.493970151|0.502267762
no_cci#all|def03|prev_2020|def03_24  0|0.000000000||
no_cci#all|def03|prev_2020|def03_25  1|0.084411274|0.081196828|0.087625720
no_cci#all|def03|prev_2020|def03_25  0|0.000000000||
no_cci#all|def03|prev_2020|male      1|-0.019986685|-0.021369312|-0.018604057
no_cci#all|def03|prev_2020|male      0|0.000000000||
no_cci#all|def03|prev_2020|age_g     1|-0.002494734|-0.005368134|0.000378666
no_cci#all|def03|prev_2020|age_g     2|0.008672987|0.005877160|0.011468814
no_cci#all|def03|prev_2020|age_g     3|0.004396397|0.001503950|0.007288844
no_cci#all|def03|prev_2020|age_g     4|-0.003911812|-0.006754828|-0.001068796
no_cci#all|def03|prev_2020|age_g     5|0.036428467|0.033603471|0.039253463
no_cci#all|def03|prev_2020|age_g     6|0.133870815|0.130914372|0.136827257
no_cci#all|def03|prev_2020|age_g     7|0.283253086|0.280153503|0.286352668
no_cci#all|def03|prev_2020|age_g     8|0.625582375|0.621407560|0.629757191
no_cci#all|def03|prev_2020|age_g     9|1.609405457|1.601322153|1.617488761
no_cci#all|def03|prev_2020|age_g     0|0.000000000||
no_cci#sens|def03|prev_2020|Intercept|0.045429005|0.044302340|0.046555670
no_cci#sens|def03|prev_2020|def03_01  1|0.110689020|0.108604422|0.112773619
no_cci#sens|def03|prev_2020|def03_01  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_02  1|0.021246782|0.019654729|0.022838835
no_cci#sens|def03|prev_2020|def03_02  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_03  1|0.138020725|0.133744023|0.142297427
no_cci#sens|def03|prev_2020|def03_03  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_04  1|0.219828466|0.214369459|0.225287472
no_cci#sens|def03|prev_2020|def03_04  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_05  1|0.194582576|0.185991838|0.203173314
no_cci#sens|def03|prev_2020|def03_05  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_06  1|0.478264824|0.474473110|0.482056539
no_cci#sens|def03|prev_2020|def03_06  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_07  1|0.067520893|0.066352965|0.068688821
no_cci#sens|def03|prev_2020|def03_07  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_08  1|0.009895402|0.008044779|0.011746024
no_cci#sens|def03|prev_2020|def03_08  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_09  1|0.069471742|0.065981712|0.072961772
no_cci#sens|def03|prev_2020|def03_09  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_10  1|0.070884835|0.065209389|0.076560282
no_cci#sens|def03|prev_2020|def03_10  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_11  1|0.146398713|0.143300084|0.149497342
no_cci#sens|def03|prev_2020|def03_11  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_12  1|0.024141024|0.022872419|0.025409630
no_cci#sens|def03|prev_2020|def03_12  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_13  1|0.115452331|0.109781758|0.121122905
no_cci#sens|def03|prev_2020|def03_13  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_14  1|0.051956165|0.047209692|0.056702639
no_cci#sens|def03|prev_2020|def03_14  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_15  1|0.418016767|0.411822964|0.424210571
no_cci#sens|def03|prev_2020|def03_15  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_16  1|0.183991649|0.175480580|0.192502718
no_cci#sens|def03|prev_2020|def03_16  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_17  1|0.299748091|0.287488530|0.312007652
no_cci#sens|def03|prev_2020|def03_17  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_18  1|0.250125379|0.244865248|0.255385510
no_cci#sens|def03|prev_2020|def03_18  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_19  1|0.029257944|0.026096721|0.032419167
no_cci#sens|def03|prev_2020|def03_19  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_20  1|0.253588639|0.249862593|0.257314685
no_cci#sens|def03|prev_2020|def03_20  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_21  1|0.243372178|0.240131833|0.246612524
no_cci#sens|def03|prev_2020|def03_21  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_22  1|0.092217250|0.091168011|0.093266489
no_cci#sens|def03|prev_2020|def03_22  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_23  1|0.042046641|0.040289907|0.043803374
no_cci#sens|def03|prev_2020|def03_23  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_24  1|0.257438593|0.255231322|0.259645864
no_cci#sens|def03|prev_2020|def03_24  0|0.000000000||
no_cci#sens|def03|prev_2020|def03_25  1|0.045939710|0.044272263|0.047607158
no_cci#sens|def03|prev_2020|def03_25  0|0.000000000||
no_cci#sens|def03|prev_2020|male      1|-0.017328267|-0.018040466|-0.016616068
no_cci#sens|def03|prev_2020|male      0|0.000000000||
no_cci#sens|def03|prev_2020|age_g     1|0.001406671|-0.000067262|0.002880603
no_cci#sens|def03|prev_2020|age_g     2|0.021655476|0.020221080|0.023089873
no_cci#sens|def03|prev_2020|age_g     3|0.026978748|0.025494506|0.028462990
no_cci#sens|def03|prev_2020|age_g     4|0.017294003|0.015834804|0.018753201
no_cci#sens|def03|prev_2020|age_g     5|0.050317502|0.048866772|0.051768233
no_cci#sens|def03|prev_2020|age_g     6|0.124398704|0.122878399|0.125919009
no_cci#sens|def03|prev_2020|age_g     7|0.239937327|0.238338888|0.241535766
no_cci#sens|def03|prev_2020|age_g     8|0.432006395|0.429818566|0.434194224
no_cci#sens|def03|prev_2020|age_g     9|0.893006160|0.888431060|0.897581259
no_cci#sens|def03|prev_2020|age_g     0|0.000000000||
cci#all|def03|prev_2020|Intercept|0.044057129|0.041891049|0.046223209
cci#all|def03|prev_2020|def03_01  1|0.157015283|0.153042231|0.160988335
cci#all|def03|prev_2020|def03_01  0|0.000000000||
cci#all|def03|prev_2020|def03_02  1|0.024892632|0.021873495|0.027911770
cci#all|def03|prev_2020|def03_02  0|0.000000000||
cci#all|def03|prev_2020|def03_03  1|0.269160709|0.261163882|0.277157537
cci#all|def03|prev_2020|def03_03  0|0.000000000||
cci#all|def03|prev_2020|def03_04  1|0.305790730|0.295567295|0.316014165
cci#all|def03|prev_2020|def03_04  0|0.000000000||
cci#all|def03|prev_2020|def03_05  1|0.093057766|0.076466326|0.109649206
cci#all|def03|prev_2020|def03_05  0|0.000000000||
cci#all|def03|prev_2020|def03_06  1|1.386173756|1.379760401|1.392587112
cci#all|def03|prev_2020|def03_06  0|0.000000000||
cci#all|def03|prev_2020|def03_07  1|0.104508758|0.102292405|0.106725112
cci#all|def03|prev_2020|def03_07  0|0.000000000||
cci#all|def03|prev_2020|def03_08  1|0.008487303|0.004948858|0.012025748
cci#all|def03|prev_2020|def03_08  0|0.000000000||
cci#all|def03|prev_2020|def03_09  1|0.159899514|0.153301482|0.166497546
cci#all|def03|prev_2020|def03_09  0|0.000000000||
cci#all|def03|prev_2020|def03_10  1|0.306452717|0.295706759|0.317198675
cci#all|def03|prev_2020|def03_10  0|0.000000000||
cci#all|def03|prev_2020|def03_11  1|0.285468920|0.279668027|0.291269812
cci#all|def03|prev_2020|def03_11  0|0.000000000||
cci#all|def03|prev_2020|def03_12  1|0.000948561|-0.001475686|0.003372807
cci#all|def03|prev_2020|def03_12  0|0.000000000||
cci#all|def03|prev_2020|def03_13  1|0.194669465|0.183969330|0.205369601
cci#all|def03|prev_2020|def03_13  0|0.000000000||
cci#all|def03|prev_2020|def03_14  1|0.139108822|0.130129671|0.148087973
cci#all|def03|prev_2020|def03_14  0|0.000000000||
cci#all|def03|prev_2020|def03_15  1|0.638024197|0.626423431|0.649624963
cci#all|def03|prev_2020|def03_15  0|0.000000000||
cci#all|def03|prev_2020|def03_16  1|0.242277359|0.226245022|0.258309695
cci#all|def03|prev_2020|def03_16  0|0.000000000||
cci#all|def03|prev_2020|def03_17  1|0.621778675|0.599338841|0.644218509
cci#all|def03|prev_2020|def03_17  0|0.000000000||
cci#all|def03|prev_2020|def03_18  1|0.494483369|0.484949870|0.504016867
cci#all|def03|prev_2020|def03_18  0|0.000000000||
cci#all|def03|prev_2020|def03_19  1|0.074951222|0.068953885|0.080948559
cci#all|def03|prev_2020|def03_19  0|0.000000000||
cci#all|def03|prev_2020|def03_20  1|0.212184105|0.205141215|0.219226994
cci#all|def03|prev_2020|def03_20  0|0.000000000||
cci#all|def03|prev_2020|def03_21  1|0.623135225|0.617093561|0.629176888
cci#all|def03|prev_2020|def03_21  0|0.000000000||
cci#all|def03|prev_2020|def03_22  1|0.104425940|0.102428254|0.106423625
cci#all|def03|prev_2020|def03_22  0|0.000000000||
cci#all|def03|prev_2020|def03_23  1|0.050567417|0.047223150|0.053911684
cci#all|def03|prev_2020|def03_23  0|0.000000000||
cci#all|def03|prev_2020|def03_24  1|0.377765380|0.372720826|0.382809934
cci#all|def03|prev_2020|def03_24  0|0.000000000||
cci#all|def03|prev_2020|def03_25  1|0.076576578|0.073412209|0.079740946
cci#all|def03|prev_2020|def03_25  0|0.000000000||
cci#all|def03|prev_2020|cci_1     1|0.036322567|0.029470011|0.043175124
cci#all|def03|prev_2020|cci_1     0|0.000000000||
cci#all|def03|prev_2020|cci_2     1|0.318977399|0.312310619|0.325644178
cci#all|def03|prev_2020|cci_2     0|0.000000000||
cci#all|def03|prev_2020|cci_3     1|0.204757631|0.199022460|0.210492801
cci#all|def03|prev_2020|cci_3     0|0.000000000||
cci#all|def03|prev_2020|cci_4     1|0.106359337|0.101051782|0.111666893
cci#all|def03|prev_2020|cci_4     0|0.000000000||
cci#all|def03|prev_2020|cci_6     1|0.182476012|0.179159963|0.185792060
cci#all|def03|prev_2020|cci_6     0|0.000000000||
cci#all|def03|prev_2020|cci_7     1|0.169779487|0.164546930|0.175012043
cci#all|def03|prev_2020|cci_7     0|0.000000000||
cci#all|def03|prev_2020|cci_8     1|0.228585379|0.219861167|0.237309591
cci#all|def03|prev_2020|cci_8     0|0.000000000||
cci#all|def03|prev_2020|cci_9     1|0.177007969|0.167731482|0.186284457
cci#all|def03|prev_2020|cci_9     0|0.000000000||
cci#all|def03|prev_2020|cci_10    1|0.193567698|0.188787226|0.198348171
cci#all|def03|prev_2020|cci_10    0|0.000000000||
cci#all|def03|prev_2020|cci_11    1|0.857571601|0.840112847|0.875030354
cci#all|def03|prev_2020|cci_11    0|0.000000000||
cci#all|def03|prev_2020|cci_12    1|0.470042587|0.463537748|0.476547425
cci#all|def03|prev_2020|cci_12    0|0.000000000||
cci#all|def03|prev_2020|cci_13    1|0.284261758|0.276988901|0.291534615
cci#all|def03|prev_2020|cci_13    0|0.000000000||
cci#all|def03|prev_2020|cci_14    1|0.236761391|0.233253015|0.240269767
cci#all|def03|prev_2020|cci_14    0|0.000000000||
cci#all|def03|prev_2020|cci_15    1|0.661457428|0.644294045|0.678620811
cci#all|def03|prev_2020|cci_15    0|0.000000000||
cci#all|def03|prev_2020|cci_16    1|0.713639027|0.701536102|0.725741952
cci#all|def03|prev_2020|cci_16    0|0.000000000||
cci#all|def03|prev_2020|cci_17    1|0.519199580|0.499376019|0.539023142
cci#all|def03|prev_2020|cci_17    0|0.000000000||
cci#all|def03|prev_2020|cci_18    1|0.654726173|0.642923696|0.666528650
cci#all|def03|prev_2020|cci_18    0|0.000000000||
cci#all|def03|prev_2020|cci_19    1|0.071074481|0.048904382|0.093244581
cci#all|def03|prev_2020|cci_19    0|0.000000000||
cci#all|def03|prev_2020|male      1|-0.029434014|-0.030798796|-0.028069232
cci#all|def03|prev_2020|male      0|0.000000000||
cci#all|def03|prev_2020|age_g     1|-0.002480567|-0.005308699|0.000347565
cci#all|def03|prev_2020|age_g     2|0.013399705|0.010646607|0.016152804
cci#all|def03|prev_2020|age_g     3|0.007460630|0.004611884|0.010309376
cci#all|def03|prev_2020|age_g     4|-0.008968972|-0.011769680|-0.006168263
cci#all|def03|prev_2020|age_g     5|0.011698708|0.008911265|0.014486151
cci#all|def03|prev_2020|age_g     6|0.070214426|0.067279871|0.073148981
cci#all|def03|prev_2020|age_g     7|0.164859554|0.161734482|0.167984625
cci#all|def03|prev_2020|age_g     8|0.465601984|0.461389546|0.469814422
cci#all|def03|prev_2020|age_g     9|1.461279845|1.453265558|1.469294132
cci#all|def03|prev_2020|age_g     0|0.000000000||
cci#sens|def03|prev_2020|Intercept|0.041408001|0.040309185|0.042506816
cci#sens|def03|prev_2020|def03_01  1|0.083757917|0.081708348|0.085807486
cci#sens|def03|prev_2020|def03_01  0|0.000000000||
cci#sens|def03|prev_2020|def03_02  1|0.020377896|0.018828749|0.021927043
cci#sens|def03|prev_2020|def03_02  0|0.000000000||
cci#sens|def03|prev_2020|def03_03  1|0.142081075|0.137919674|0.146242475
cci#sens|def03|prev_2020|def03_03  0|0.000000000||
cci#sens|def03|prev_2020|def03_04  1|0.182607681|0.177291132|0.187924231
cci#sens|def03|prev_2020|def03_04  0|0.000000000||
cci#sens|def03|prev_2020|def03_05  1|0.113766290|0.105191951|0.122340629
cci#sens|def03|prev_2020|def03_05  0|0.000000000||
cci#sens|def03|prev_2020|def03_06  1|0.477867602|0.474176270|0.481558933
cci#sens|def03|prev_2020|def03_06  0|0.000000000||
cci#sens|def03|prev_2020|def03_07  1|0.056362307|0.055224688|0.057499926
cci#sens|def03|prev_2020|def03_07  0|0.000000000||
cci#sens|def03|prev_2020|def03_08  1|0.016564088|0.014763176|0.018365001
cci#sens|def03|prev_2020|def03_08  0|0.000000000||
cci#sens|def03|prev_2020|def03_09  1|0.066557371|0.063156375|0.069958367
cci#sens|def03|prev_2020|def03_09  0|0.000000000||
cci#sens|def03|prev_2020|def03_10  1|0.070465158|0.064943041|0.075987275
cci#sens|def03|prev_2020|def03_10  0|0.000000000||
cci#sens|def03|prev_2020|def03_11  1|0.131580300|0.128562157|0.134598444
cci#sens|def03|prev_2020|def03_11  0|0.000000000||
cci#sens|def03|prev_2020|def03_12  1|0.020347099|0.019112157|0.021582042
cci#sens|def03|prev_2020|def03_12  0|0.000000000||
cci#sens|def03|prev_2020|def03_13  1|0.092212081|0.086691879|0.097732284
cci#sens|def03|prev_2020|def03_13  0|0.000000000||
cci#sens|def03|prev_2020|def03_14  1|0.047364079|0.042745348|0.051982809
cci#sens|def03|prev_2020|def03_14  0|0.000000000||
cci#sens|def03|prev_2020|def03_15  1|0.419810516|0.413782684|0.425838347
cci#sens|def03|prev_2020|def03_15  0|0.000000000||
cci#sens|def03|prev_2020|def03_16  1|0.135825498|0.127539719|0.144111277
cci#sens|def03|prev_2020|def03_16  0|0.000000000||
cci#sens|def03|prev_2020|def03_17  1|0.280501023|0.268564607|0.292437440
cci#sens|def03|prev_2020|def03_17  0|0.000000000||
cci#sens|def03|prev_2020|def03_18  1|0.247380277|0.242262095|0.252498459
cci#sens|def03|prev_2020|def03_18  0|0.000000000||
cci#sens|def03|prev_2020|def03_19  1|0.031650454|0.028574547|0.034726361
cci#sens|def03|prev_2020|def03_19  0|0.000000000||
cci#sens|def03|prev_2020|def03_20  1|0.145857010|0.142189810|0.149524210
cci#sens|def03|prev_2020|def03_20  0|0.000000000||
cci#sens|def03|prev_2020|def03_21  1|0.244770646|0.241617464|0.247923827
cci#sens|def03|prev_2020|def03_21  0|0.000000000||
cci#sens|def03|prev_2020|def03_22  1|0.071887006|0.070863474|0.072910538
